2017-07-11 20:15:58	10	67
2017-08-23 13:32:55	10	318
2017-12-09 04:36:02	10	324
2018-06-27 12:43:26	10	741
2018-12-24 01:19:34	10	350
2019-04-06 14:05:01	10	391
2019-04-28 16:47:26	10	490
2019-09-11 17:32:24	10	500
2019-09-25 05:53:07	10	1106
2017-06-16 12:13:53	11	408
2017-07-19 10:26:09	11	578
2017-08-25 10:45:53	11	527
2017-09-07 02:04:08	11	143
2017-10-13 14:18:22	11	700
2017-11-02 02:12:17	11	630
2018-01-23 16:03:07	11	377
2018-09-12 10:46:30	11	102
2019-07-14 06:16:43	11	130
2019-08-28 02:37:17	11	859
2019-10-07 14:06:25	11	138
2019-12-13 18:21:38	11	136
2017-09-14 10:41:33	12	870
2017-10-08 11:54:15	12	1053
2017-11-15 11:12:48	12	574
2017-11-17 21:36:10	12	140
2018-02-02 11:27:40	12	567
2018-02-26 17:21:15	12	891
2018-06-08 01:12:57	12	622
2018-11-14 15:18:19	12	758
2019-02-13 02:18:54	12	1945
2019-05-07 08:54:06	12	276
2019-11-08 03:43:29	12	632
2019-12-28 06:05:25	12	515
2017-04-06 02:09:30	13	572
2017-04-23 05:29:57	13	1080
2017-05-13 05:57:24	13	1284
2017-07-21 10:27:48	13	985
2017-08-25 01:59:38	13	1666
2017-11-19 14:08:51	13	870
2018-01-09 17:17:34	13	893
2018-02-25 04:51:13	13	447
2018-05-16 02:09:20	13	300
2018-07-11 12:46:25	13	1832
2018-07-19 05:08:38	13	713
2019-03-02 20:03:47	13	944
2017-05-20 23:27:11	14	911
2017-07-26 19:26:52	14	871
2017-08-26 11:42:37	14	680
2017-11-12 05:31:57	14	1114
2018-04-06 03:05:51	14	1828
2018-04-20 04:34:39	14	541
2018-08-27 01:28:40	14	386
2018-12-28 13:05:15	14	771
2019-01-11 22:17:29	14	464
2019-01-18 04:40:38	14	1860
2019-02-06 18:08:12	14	584
2019-12-03 14:33:39	14	1017
2017-02-05 03:43:44	15	1722
2017-02-25 03:53:35	15	1043
2017-09-20 01:52:19	15	953
2017-12-28 10:32:18	15	384
2018-08-09 15:40:58	15	185
2018-10-12 10:55:51	15	347
2018-11-13 16:27:20	15	112
2019-01-03 08:35:05	15	432
2019-02-03 06:35:42	15	657
2019-06-11 18:39:10	15	600
2019-09-15 23:28:34	15	911
2019-11-12 16:47:36	15	752
2017-01-20 18:44:08	16	128
2017-03-24 14:18:36	16	308
2017-04-28 01:50:10	16	775
2017-06-08 12:43:35	16	115
2017-09-01 05:17:58	16	388
2017-09-02 17:43:49	16	990
2018-04-26 23:51:08	16	141
2018-06-06 22:55:58	16	667
2019-01-16 01:08:37	16	127
2019-03-04 15:52:11	16	538
2019-07-17 15:58:59	16	476
2019-11-16 12:30:28	16	308
2017-02-04 09:40:30	17	464
2017-05-21 11:44:15	17	285
2017-07-10 19:05:16	17	710
2017-10-20 15:44:24	17	3042
2017-10-21 09:54:42	17	823
2018-01-04 23:48:09	17	904
2018-05-25 19:25:47	17	730
2018-08-25 21:54:23	17	4842
2019-01-18 03:19:34	17	283
2019-09-10 04:22:56	17	946
2019-09-14 03:59:32	17	529
2019-11-02 05:12:36	17	281
2017-02-03 02:55:14	18	179
2017-02-18 17:05:18	18	662
2017-04-13 14:18:44	18	799
2017-09-15 04:12:44	18	130
2017-10-06 04:16:20	18	445
2018-02-02 15:48:32	18	136
2018-03-13 02:01:31	18	422
2019-02-21 20:48:45	18	163
2019-02-28 07:23:42	18	840
2019-07-10 14:21:47	18	838
2019-07-22 05:07:30	18	1020
2019-09-15 12:59:58	18	138
2017-03-24 09:10:43	19	3406
2017-06-10 17:15:40	19	1869
2017-10-16 17:45:50	19	2217
2018-01-12 12:54:39	19	218
2018-01-26 16:56:44	19	924
2018-06-28 14:45:35	19	456
2018-09-26 17:03:47	19	825
2018-11-09 16:56:13	19	489
2018-12-24 09:10:25	19	1240
2019-06-11 23:11:55	19	459
2019-11-04 23:26:29	19	496
2019-11-19 03:03:06	19	450
2017-03-25 13:42:06	20	667
2017-06-09 07:16:32	20	1766
2017-09-18 18:45:40	20	1411
2017-11-10 12:45:17	20	106
2017-11-18 18:53:29	20	663
2018-01-25 07:17:04	20	381
2018-04-20 08:21:51	20	336
2018-05-18 19:58:37	20	1029
2018-10-09 23:45:52	20	500
2018-11-26 08:58:40	20	865
2019-05-19 22:33:22	20	726
2019-09-27 08:58:48	20	958
2017-03-18 10:13:23	21	240
2017-03-21 07:43:53	21	1714
2017-03-21 12:21:16	21	666
2017-05-15 21:46:40	21	185
2017-06-25 23:48:58	21	647
2017-10-03 15:05:59	21	446
2018-08-22 12:43:12	21	103
2018-10-18 15:44:32	21	120
2019-04-04 15:44:51	21	2072
2019-06-24 16:04:56	21	666
2019-07-03 05:07:04	21	663
2019-11-19 04:29:13	21	281
